end_time,f1,f2,fight_date,method,referee,round,time_format,weightclass,winner,f1_body,f1_clinch,f1_control,f1_distance,f1_dob,f1_ground,f1_head,f1_height,f1_kd,f1_leg,f1_reach,f1_record,f1_rev,f1_sapm,f1_sig_str,f1_sig_str_%,f1_slpm,f1_stance,f1_str__acc_,f1_str__def,f1_sub__avg_,f1_sub_att,f1_td,f1_td_%,f1_td_acc_,f1_td_avg_,f1_td_def_,f1_total_str,f1_weight,f2_body,f2_clinch,f2_control,f2_distance,f2_dob,f2_ground,f2_head,f2_height,f2_kd,f2_leg,f2_reach,f2_record,f2_rev,f2_sapm,f2_sig_str,f2_sig_str_%,f2_slpm,f2_stance,f2_str__acc_,f2_str__def,f2_sub__avg_,f2_sub_att,f2_td,f2_td_%,f2_td_acc_,f2_td_avg_,f2_td_def_,f2_total_str,f2_weight,gender,year
5:00,Neil Magny,Johny Hendricks,2016-12-30,Decision - Unanimous,John McCarthy,3,3,welterweight,f1,16 of 23,1 of 1,0:01,31 of 68,"Aug 03, 1987",18 of 22,27 of 59,190.5,0,7 of 9,203.2,Record: 29-12-0,0,2.42,50 of 91,54%,3.47,Orthodox,46%,52%,0.3,2,1 of 1,100%,40%,2.17,54%,96 of 139,77.11,1 of 1,1 of 5,0:01,9 of 20,"Sep 12, 1983",8 of 11,10 of 28,175.26,0,7 of 7,175.26,Record: 18-8-0,0,3.99,18 of 36,50%,3.49,Southpaw,45%,53%,0.3,0,6 of 7,85%,46%,3.83,63%,52 of 76,83.91,M,2016
5:00,Antonio Carlos Junior,Marvin Vettori,2016-12-30,Decision - Unanimous,Mark Smith,3,3,middleweight,f1,4 of 8,6 of 9,5:34,18 of 58,"Mar 16, 1990",4 of 8,12 of 54,187.96,0,12 of 13,200.66,Record: 11-5-0 (1 NC),0,2.14,28 of 75,37%,1.95,Orthodox,42%,52%,0.8,0,4 of 13,30%,39%,3.42,53%,44 of 94,83.91,4 of 5,2 of 3,5:34,11 of 46,"Sep 20, 1993",16 of 21,21 of 61,182.88,0,4 of 4,187.96,Record: 19-7-1,0,4.24,29 of 70,41%,4.56,Southpaw,45%,56%,0.5,1,1 of 1,100%,45%,1.66,69%,99 of 144,83.91,M,2016
3:34,Alex Garcia,Mike Pyle,2016-12-30,KO/TKO,Dan Miragliotta,1,3,welterweight,f1,1 of 2,1 of 1,1:29,12 of 26,"Jul 14, 1987",1 of 2,13 of 27,175.26,1,0 of 0,182.88,Record: 15-6-0,0,3.03,14 of 29,48%,1.81,Orthodox,31%,59%,0.1,0,1 of 2,50%,52%,3.72,66%,19 of 34,77.11,2 of 2,0 of 1,1:29,5 of 23,"Sep 18, 1975",0 of 0,2 of 21,182.88,0,1 of 1,187.96,Record: 27-14-1,0,2.84,5 of 24,20%,2.74,Orthodox,45%,60%,1.5,0,0 of 0,0,35%,1.8,70%,6 of 25,77.11,M,2016
4:30,Niko Price,Brandon Thatch,2016-12-30,Submission,Mark Smith,1,3,welterweight,f1,1 of 1,1 of 1,2:51,4 of 12,"Sep 29, 1989",1 of 3,3 of 12,182.88,0,2 of 3,193.04,Record: 15-7-0 (2 NC),0,5.6,6 of 16,37%,5.46,Orthodox,42%,48%,0.7,2,1 of 4,25%,20%,0.7,64%,18 of 30,77.11,0 of 0,3 of 3,2:51,5 of 11,"Jul 11, 1985",0 of 0,4 of 9,187.96,0,4 of 5,187.96,Record: 11-5-0,0,3.63,8 of 14,57%,2.7,Switch,42%,52%,0.7,2,0 of 0,0,66%,1.36,50%,9 of 15,77.11,M,2016
3:21,Michelle Waterson-Gomez,Paige VanZant,2016-12-17,Submission,John McCarthy,1,5,strawweight,f1,3 of 4,2 of 2,1:47,10 of 15,"Jan 06, 1986",0 of 0,6 of 9,160.02,0,3 of 4,157.48,Record: 18-12-0,0,4.19,12 of 17,70%,3.56,Orthodox,46%,49%,0.7,2,1 of 1,100%,32%,1.42,70%,13 of 18,52.16,2 of 3,1 of 1,1:47,4 of 11,"Mar 26, 1994",0 of 0,1 of 6,162.56,0,2 of 3,165.1,Record: 8-5-0,0,2.62,5 of 12,41%,3.35,Orthodox,52%,42%,1.0,0,0 of 1,0%,33%,1.27,34%,9 of 16,52.16,M,2016
1:40,Mickey Gall,Sage Northcutt,2016-12-17,Submission,Herb Dean,2,3,welterweight,f1,0 of 1,1 of 1,3:25,5 of 9,"Jan 22, 1992",3 of 8,8 of 15,187.96,1,1 of 2,187.96,Record: 7-5-0,0,4.25,9 of 18,50%,2.94,Switch,46%,49%,1.9,3,2 of 2,100%,30%,1.21,36%,29 of 40,77.11,4 of 4,3 of 3,3:25,7 of 16,"Mar 01, 1996",3 of 4,6 of 16,182.88,1,3 of 3,180.34,Record: 11-2-0,0,1.96,13 of 23,56%,3.58,Orthodox,52%,58%,0.6,0,0 of 1,0%,34%,1.81,41%,22 of 32,77.11,M,2016
5:00,Urijah Faber,Brad Pickett,2016-12-17,Decision - Unanimous,John McCarthy,3,3,bantamweight,f1,5 of 7,2 of 4,6:21,29 of 75,"May 14, 1979",39 of 47,61 of 114,167.64,1,4 of 5,170.18,Record: 35-11-0,0,2.59,70 of 126,55%,2.65,Orthodox,40%,64%,0.8,1,5 of 10,50%,30%,1.54,58%,89 of 151,61.23,1 of 4,0 of 1,6:21,17 of 63,"Sep 24, 1978",1 of 1,8 of 42,167.64,0,9 of 19,172.72,Record: 25-14-0,1,4.63,18 of 65,27%,3.02,Orthodox,31%,55%,0.4,0,1 of 1,100%,44%,2.47,58%,20 of 67,61.23,M,2016
5:00,Alan Jouban,Mike Perry,2016-12-17,Decision - Unanimous,Herb Dean,3,3,welterweight,f1,16 of 34,1 of 1,1:06,66 of 129,"Nov 25, 1981",2 of 3,24 of 69,182.88,1,29 of 30,185.42,Record: 17-7-0,0,3.77,69 of 133,51%,5.67,Southpaw,50%,60%,0.3,0,2 of 5,40%,44%,0.51,58%,69 of 133,77.11,5 of 10,2 of 5,1:06,35 of 85,"Sep 15, 1991",0 of 0,22 of 70,177.8,0,10 of 10,180.34,Record: 14-8-0,0,5.16,37 of 90,41%,4.32,Orthodox,47%,52%,0.2,0,0 of 0,0,40%,0.81,78%,37 of 90,77.11,M,2016
1:59,Paul Craig,Henrique da Silva,2016-12-17,Submission,Mike Beltran,2,3,light heavyweight,f1,9 of 11,12 of 16,2:08,14 of 27,"Nov 27, 1987",5 of 6,21 of 37,190.5,0,1 of 1,193.04,Record: 17-8-1,0,2.97,31 of 49,63%,2.45,Orthodox,46%,44%,1.6,3,1 of 2,50%,20%,1.68,37%,57 of 75,83.91,7 of 7,10 of 10,2:08,6 of 14,"Sep 01, 1989",0 of 0,7 of 13,190.5,0,2 of 4,193.04,Record: 14-5-0,0,5.28,16 of 24,66%,3.89,Orthodox,60%,40%,0.2,0,1 of 3,33%,14%,0.25,22%,23 of 33,92.99,M,2016
5:00,Mizuto Hirota,Cole Miller,2016-12-17,Decision - Unanimous,Ed Collantes,3,3,featherweight,f1,7 of 11,1 of 1,9:48,26 of 60,"May 05, 1981",30 of 53,43 of 95,170.18,0,7 of 8,170.18,Record: 18-10-2,0,3.5,57 of 114,50%,3.36,Orthodox,40%,54%,0.1,0,6 of 7,85%,50%,1.36,58%,165 of 242,70.31,5 of 9,0 of 0,9:48,20 of 59,"Apr 26, 1984",1 of 1,11 of 44,185.42,0,5 of 7,185.42,Record: 21-11-0 (1 NC),1,3.88,21 of 60,35%,3.0,Orthodox,33%,59%,1.8,0,0 of 0,0,36%,0.6,38%,22 of 61,65.77,M,2016
5:00,Colby Covington,Bryan Barberena,2016-12-17,Decision - Unanimous,Mike Beltran,3,3,welterweight,f1,12 of 16,10 of 11,9:07,59 of 123,"Feb 22, 1988",7 of 7,56 of 117,180.34,0,8 of 8,182.88,Record: 17-4-0,0,2.98,76 of 141,53%,3.88,Orthodox,38%,55%,0.2,0,12 of 17,70%,44%,3.79,67%,96 of 167,77.11,2 of 3,5 of 9,9:07,34 of 100,"May 03, 1989",2 of 2,29 of 98,182.88,0,10 of 10,182.88,Record: 18-12-0,0,4.59,41 of 111,36%,5.35,Southpaw,48%,44%,0.3,0,0 of 0,0,22%,0.13,50%,100 of 172,83.91,M,2016
5:00,Alex Morono,James Moontasri,2016-12-17,Decision - Unanimous,John McCarthy,3,3,welterweight,f1,8 of 11,19 of 27,0:54,92 of 159,"Aug 16, 1990",0 of 0,85 of 154,180.34,0,18 of 21,182.88,Record: 24-9-0 (1 NC),0,4.16,111 of 186,59%,4.87,Orthodox,40%,58%,0.4,0,0 of 3,0%,22%,0.32,55%,112 of 187,77.11,24 of 37,1 of 3,0:54,45 of 92,"Apr 10, 1988",0 of 0,14 of 50,177.8,0,8 of 8,180.34,Record: 9-5-0,0,3.86,46 of 95,48%,2.39,Switch,48%,40%,0.2,0,0 of 0,0,0%,0.0,79%,48 of 97,77.11,M,2016
5:00,Josh Emmett,Scott Holtzman,2016-12-17,Decision - Unanimous,Herb Dean,3,3,lightweight,f1,26 of 30,35 of 44,3:59,47 of 109,"Mar 04, 1985",5 of 7,50 of 119,167.64,0,11 of 11,177.8,Record: 19-4-0,0,4.61,87 of 160,54%,4.04,Orthodox,36%,61%,0.1,1,8 of 12,66%,37%,0.91,46%,99 of 175,65.77,16 of 30,24 of 42,3:59,38 of 132,"Sep 30, 1983",3 of 5,48 of 148,175.26,0,1 of 1,175.26,Record: 14-6-0,0,3.66,65 of 179,36%,4.32,Orthodox,47%,55%,0.2,0,3 of 4,75%,56%,1.88,67%,96 of 215,70.31,M,2016
5:00,Leslie Smith,Irene Aldana,2016-12-17,Decision - Unanimous,Mike Beltran,3,3,bantamweight,f1,24 of 42,13 of 25,0:17,150 of 361,"Aug 17, 1982",6 of 15,126 of 335,175.26,1,19 of 24,167.64,Record: 10-7-1,0,8.41,169 of 401,42%,7.56,Orthodox,40%,51%,0.0,0,0 of 0,0,0%,0.0,62%,172 of 404,61.23,9 of 11,13 of 19,0:17,94 of 234,"Mar 26, 1988",1 of 3,84 of 225,175.26,0,15 of 20,172.72,Record: 15-7-0,0,6.33,108 of 256,42%,5.24,Orthodox,40%,57%,0.2,0,1 of 1,100%,50%,0.16,76%,108 of 256,61.23,M,2016
3:04,Eddie Wineland,Takeya Mizugaki,2016-12-17,KO/TKO,Ed Collantes,1,3,bantamweight,f1,1 of 2,0 of 0,0:06,7 of 28,"Jun 26, 1984",2 of 4,8 of 30,170.18,2,0 of 0,175.26,Record: 24-16-1,0,3.76,9 of 32,28%,3.4,Orthodox,29%,68%,0.1,0,0 of 0,0,33%,0.34,86%,9 of 32,61.23,0 of 1,0 of 0,0:06,13 of 40,"Dec 16, 1983",0 of 0,8 of 34,170.18,0,5 of 5,175.26,Record: 21-11-2,0,3.27,13 of 40,32%,3.37,Orthodox,37%,57%,0.1,0,0 of 0,0,57%,1.46,70%,13 of 40,61.23,M,2016
5:00,Hector Sandoval,Fredy Serrano,2016-12-17,Decision - Unanimous,Mike Beltran,3,3,flyweight,f1,15 of 19,13 of 23,2:40,20 of 43,"Jul 19, 1986",0 of 1,14 of 44,157.48,0,4 of 4,162.56,Record: 14-4-0,0,2.33,33 of 67,49%,3.31,Orthodox,52%,65%,1.4,2,2 of 12,16%,25%,3.49,71%,42 of 76,56.7,9 of 15,4 of 8,2:40,18 of 79,"Sep 22, 1979",0 of 0,5 of 62,160.02,0,8 of 10,165.1,Record: 3-2-0,0,1.89,22 of 87,25%,1.58,Orthodox,26%,61%,0.0,0,0 of 8,0%,25%,2.84,84%,22 of 87,56.7,M,2016
5:00,Sultan Aliev,Bojan Velickovic,2016-12-17,Decision - Split,Ed Collantes,3,3,welterweight,f1,0 of 0,2 of 4,9:12,4 of 12,"Sep 17, 1984",9 of 10,14 of 25,180.34,0,1 of 1,187.96,Record: 15-3-0,1,2.2,15 of 26,57%,1.41,Orthodox,45%,56%,0.0,0,2 of 3,66%,38%,1.76,100%,86 of 105,77.11,9 of 17,4 of 4,9:12,17 of 48,"Dec 18, 1988",1 of 1,1 of 21,182.88,0,12 of 15,193.04,Record: 15-6-1,0,2.31,22 of 53,41%,2.18,Southpaw,34%,57%,0.5,1,0 of 1,0%,25%,0.67,55%,126 of 160,77.11,M,2016
4:50,Max Holloway,Anthony Pettis,2016-12-10,KO/TKO,Yves Lavigne,3,5,featherweight,f1,29 of 41,16 of 18,0:36,76 of 188,"Dec 04, 1991",2 of 2,48 of 143,180.34,1,17 of 24,175.26,Record: 26-7-0,0,4.72,94 of 208,45%,7.17,Orthodox,48%,59%,0.3,0,2 of 2,100%,53%,0.25,84%,98 of 212,65.77,17 of 44,0 of 2,0:36,53 of 156,"Jan 27, 1987",0 of 0,25 of 100,177.8,0,11 of 14,182.88,Record: 24-10-0,0,3.44,53 of 158,33%,3.05,Orthodox,47%,54%,1.1,0,0 of 2,0%,50%,0.61,60%,55 of 160,70.31,M,2016
0:34,Donald Cerrone,Matt Brown,2016-12-10,KO/TKO,John McCarthy,3,3,welterweight,f1,7 of 11,1 of 4,0:35,62 of 143,"Mar 29, 1983",0 of 0,46 of 126,185.42,2,10 of 10,185.42,Record: 36-17-0 (2 NC),0,4.48,63 of 147,42%,4.41,Orthodox,46%,53%,1.2,0,0 of 3,0%,33%,1.16,73%,64 of 148,70.31,28 of 36,8 of 10,0:35,62 of 118,"Jan 10, 1981",0 of 0,42 of 91,182.88,1,0 of 1,190.5,Record: 26-19-0,0,2.92,70 of 128,54%,3.76,Orthodox,55%,55%,1.3,1,0 of 2,0%,46%,1.68,63%,73 of 131,77.11,M,2016
5:00,Cub Swanson,Dooho Choi,2016-12-10,Decision - Unanimous,Dan Miragliotta,3,3,featherweight,f1,29 of 40,22 of 26,2:30,82 of 175,"Nov 02, 1983",7 of 9,75 of 155,172.72,0,7 of 15,177.8,Record: 29-13-0,1,3.84,111 of 210,52%,4.7,Orthodox,50%,59%,0.4,0,2 of 5,40%,52%,1.09,61%,122 of 226,65.77,16 of 19,21 of 27,2:30,54 of 131,"Apr 10, 1991",2 of 2,61 of 140,177.8,0,0 of 1,177.8,Record: 14-4-1,0,4.91,77 of 160,48%,4.74,Orthodox,53%,54%,0.0,0,1 of 5,20%,20%,0.29,50%,87 of 170,65.77,M,2016
2:45,Kelvin Gastelum,Tim Kennedy,2016-12-10,KO/TKO,John McCarthy,3,3,middleweight,f1,12 of 17,5 of 8,1:10,56 of 101,"Oct 24, 1991",1 of 1,49 of 91,175.26,1,1 of 2,180.34,Record: 18-9-0 (1 NC),1,3.23,62 of 110,56%,3.55,Southpaw,41%,58%,0.1,0,0 of 0,0,30%,0.96,59%,68 of 116,77.11,16 of 31,16 of 20,1:10,28 of 87,"Sep 01, 1979",1 of 1,15 of 61,180.34,0,14 of 16,187.96,Record: 18-6-0,0,1.84,45 of 108,41%,2.78,Orthodox,47%,62%,0.7,0,3 of 8,37%,35%,2.58,70%,51 of 115,83.91,M,2016
5:00,Emil Meek,Jordan Mein,2016-12-10,Decision - Unanimous,Dan Miragliotta,3,3,welterweight,f1,17 of 22,1 of 8,8:24,27 of 99,"Aug 20, 1988",22 of 26,25 of 99,180.34,0,8 of 12,187.96,Record: 9-5-1 (1 NC),0,2.53,50 of 133,37%,2.52,Switch,39%,38%,1.0,1,1 of 2,50%,33%,0.25,47%,96 of 190,77.11,6 of 10,2 of 5,8:24,31 of 55,"Oct 10, 1989",1 of 1,22 of 43,182.88,0,6 of 8,185.42,Record: 31-12-0,0,2.55,34 of 61,55%,3.35,Orthodox,44%,69%,0.2,0,3 of 5,60%,58%,1.56,66%,35 of 62,77.11,M,2016
4:38,Misha Cirkunov,Nikita Krylov,2016-12-10,Submission,John McCarthy,1,3,light heavyweight,f1,2 of 3,2 of 3,0:40,6 of 15,"Feb 27, 1987",0 of 0,6 of 15,190.5,0,0 of 0,195.58,Record: 15-9-0,1,3.06,8 of 18,44%,3.86,Orthodox,51%,57%,1.7,1,2 of 3,66%,39%,4.15,76%,13 of 24,92.99,6 of 10,4 of 5,0:40,12 of 24,"Mar 07, 1992",0 of 0,5 of 11,190.5,0,5 of 8,195.58,Record: 30-9-0,0,2.47,16 of 29,55%,4.38,Orthodox,55%,44%,1.4,0,1 of 2,50%,38%,2.29,53%,26 of 40,92.99,M,2016
2:57,Olivier Aubin-Mercier,Drew Dober,2016-12-10,Submission,Dan Miragliotta,2,3,lightweight,f1,2 of 4,0 of 0,1:33,27 of 53,"Feb 23, 1989",0 of 0,21 of 44,175.26,0,4 of 5,177.8,Record: 11-5-0,1,2.97,27 of 53,50%,2.48,Southpaw,51%,55%,0.5,1,0 of 0,0,33%,2.36,70%,30 of 56,70.31,13 of 21,0 of 0,1:33,15 of 59,"Oct 19, 1988",9 of 12,9 of 46,172.72,1,2 of 4,177.8,Record: 27-13-0 (1 NC),0,4.23,24 of 71,33%,4.34,Southpaw,40%,51%,0.1,0,0 of 0,0,18%,0.71,56%,33 of 80,70.31,M,2016
5:00,Viviane Pereira,Valerie Letourneau,2016-12-10,Decision - Split,Todd Ronald Anderson,3,3,strawweight,f1,6 of 16,4 of 6,3:44,20 of 89,"Aug 28, 1993",1 of 2,12 of 73,154.94,0,7 of 8,160.02,Record: 13-2-0,0,4.48,25 of 97,25%,2.7,Orthodox,30%,58%,0.2,0,1 of 1,100%,100%,0.25,28%,42 of 122,52.16,15 of 21,7 of 12,3:44,31 of 130,"Apr 29, 1983",9 of 11,30 of 129,170.18,0,2 of 3,172.72,Record: 8-6-0,0,5.4,47 of 153,30%,4.51,Orthodox,37%,58%,0.3,0,1 of 1,100%,45%,0.77,66%,69 of 175,52.16,M,2016
5:00,Matthew Lopez,Mitch Gagnon,2016-12-10,Decision - Unanimous,Jerin Valel,3,3,bantamweight,f1,9 of 9,3 of 3,9:17,15 of 30,"Jan 21, 1987",12 of 21,20 of 43,170.18,0,1 of 2,175.26,Record: 10-4-0,1,3.73,30 of 54,55%,3.13,Southpaw,50%,55%,1.3,1,5 of 6,83%,60%,3.32,71%,53 of 78,61.23,6 of 6,7 of 7,9:17,9 of 23,"Oct 10, 1984",15 of 20,22 of 40,165.1,1,3 of 4,165.1,Record: 12-5-0,0,2.21,31 of 50,62%,2.76,Southpaw,46%,61%,1.9,0,1 of 4,25%,25%,1.16,65%,42 of 61,61.23,M,2016
1:40,Lando Vannata,John Makdessi,2016-12-10,KO/TKO,Todd Ronald Anderson,1,3,lightweight,f1,5 of 11,0 of 0,0:01,10 of 32,"Mar 14, 1992",0 of 0,3 of 14,175.26,1,2 of 7,180.34,Record: 12-7-2,0,4.76,10 of 32,31%,4.52,Orthodox,45%,55%,0.3,0,0 of 0,0,37%,1.09,69%,10 of 32,70.31,5 of 6,0 of 0,0:01,11 of 13,"May 03, 1985",0 of 0,2 of 3,172.72,0,4 of 4,172.72,Record: 18-9-0,0,4.15,11 of 13,84%,5.52,Orthodox,49%,68%,0.0,0,0 of 0,0,0%,0.0,86%,11 of 13,70.31,M,2016
5:00,Rustam Khabilov,Jason Saggo,2016-12-10,Decision - Unanimous,Yves Lavigne,3,3,lightweight,f1,6 of 7,0 of 1,5:48,29 of 80,"Nov 04, 1986",13 of 21,33 of 86,172.72,0,3 of 9,185.42,Record: 24-4-0,0,2.16,42 of 102,41%,1.98,Orthodox,34%,65%,0.1,0,4 of 5,80%,41%,3.95,61%,93 of 156,70.31,7 of 14,0 of 2,5:48,19 of 70,"Nov 23, 1985",0 of 0,1 of 42,180.34,0,11 of 16,180.34,Record: 12-4-0,0,2.94,19 of 72,26%,2.5,Orthodox,39%,52%,0.0,0,0 of 2,0%,40%,2.33,23%,43 of 100,70.31,M,2016
5:00,Dustin Ortiz,Zach Makovsky,2016-12-10,Decision - Split,Jerin Valel,3,3,flyweight,f1,12 of 18,11 of 17,8:10,10 of 32,"Dec 25, 1988",13 of 16,18 of 42,165.1,0,4 of 5,165.1,Record: 19-8-0,2,2.17,34 of 65,52%,2.94,Orthodox,44%,56%,0.1,0,4 of 9,44%,36%,3.01,52%,109 of 146,56.7,13 of 14,11 of 13,8:10,9 of 30,"Apr 19, 1983",1 of 1,7 of 28,162.56,0,1 of 2,162.56,Record: 20-8-0,1,2.24,21 of 44,47%,1.94,Southpaw,43%,62%,0.3,1,4 of 10,40%,30%,3.71,56%,29 of 52,56.7,M,2016
3:42,Derrick Lewis,Shamil Abdurakhimov,2016-12-09,KO/TKO,Dan Miragliotta,4,5,heavyweight,f1,5 of 7,4 of 7,1:42,8 of 46,"Feb 07, 1985",27 of 37,32 of 81,190.5,0,2 of 2,200.66,Record: 28-12-0 (1 NC),0,2.48,39 of 90,43%,2.48,Orthodox,50%,40%,0.0,0,1 of 3,33%,26%,0.57,52%,46 of 97,117.93,5 of 6,5 of 7,1:42,5 of 23,"Sep 02, 1981",5 of 7,5 of 23,190.5,0,5 of 8,193.04,Record: 20-8-0,0,3.02,15 of 37,40%,2.41,Orthodox,44%,55%,0.1,1,4 of 11,36%,23%,1.01,45%,77 of 106,106.59,M,2016
1:57,Francis Ngannou,Anthony Hamilton,2016-12-09,Submission,John McCarthy,1,3,heavyweight,f1,0 of 0,0 of 0,0:06,1 of 1,"Sep 05, 1986",0 of 0,0 of 0,193.04,0,1 of 1,210.82,Record: 17-3-0,0,2.16,1 of 1,100%,2.33,Orthodox,41%,41%,0.3,1,0 of 0,0,62%,0.76,71%,1 of 1,113.4,0 of 1,0 of 2,0:06,0 of 1,"Apr 14, 1980",0 of 0,0 of 1,195.58,0,0 of 1,193.04,Record: 15-9-0,0,3.02,0 of 3,0%,3.91,Orthodox,65%,45%,0.0,0,1 of 2,50%,42%,2.62,78%,0 of 3,117.93,M,2016
2:36,Corey Anderson,Sean O'Connell,2016-12-09,KO/TKO,Todd Ronald Anderson,2,3,light heavyweight,f1,2 of 2,1 of 1,6:46,4 of 10,"Sep 22, 1989",61 of 92,62 of 99,190.5,0,2 of 2,200.66,Record: 14-5-0,0,2.22,66 of 103,64%,4.43,Orthodox,46%,59%,0.0,0,5 of 5,100%,50%,4.89,83%,94 of 133,92.99,2 of 2,1 of 1,6:46,3 of 13,"Sep 02, 1983",5 of 8,5 of 17,185.42,0,2 of 3,187.96,Record: 17-9-0,0,6.77,9 of 22,40%,5.46,Orthodox,48%,45%,0.5,0,0 of 0,0,0%,0.0,30%,15 of 29,92.99,M,2016
2:54,Gian Villante,Saparbeg Safarov,2016-12-09,KO/TKO,Keith Peterson,2,3,light heavyweight,f1,2 of 5,10 of 11,0:23,40 of 81,"Aug 18, 1985",10 of 16,49 of 93,190.5,1,9 of 10,193.04,Record: 17-14-0,0,5.47,60 of 108,55%,4.38,Orthodox,44%,55%,0.0,0,0 of 0,0,23%,0.45,83%,73 of 121,104.33,6 of 10,2 of 4,0:23,35 of 126,"Oct 14, 1986",0 of 1,30 of 120,185.42,0,1 of 1,198.12,Record: 9-3-0,0,2.96,37 of 131,28%,4.03,Orthodox,48%,47%,0.0,0,0 of 2,0%,41%,2.52,33%,37 of 131,83.91,M,2016
5:00,Justine Kish,Ashley Yoder,2016-12-09,Decision - Unanimous,Dan Miragliotta,3,3,strawweight,f1,19 of 33,10 of 13,5:25,40 of 92,"Apr 13, 1988",1 of 2,17 of 54,165.1,0,15 of 20,162.56,Record: 7-4-0,2,4.59,51 of 107,47%,4.51,Orthodox,48%,57%,0.1,1,1 of 1,100%,33%,0.87,50%,59 of 117,56.7,12 of 30,4 of 10,5:25,35 of 98,"Oct 20, 1987",5 of 8,31 of 84,170.18,0,1 of 2,175.26,Record: 8-9-0,3,4.13,44 of 116,37%,3.42,Southpaw,39%,47%,0.6,0,1 of 2,50%,27%,1.09,66%,77 of 156,52.16,M,2016
1:25,Randy Brown,Brian Camozzi,2016-12-09,KO/TKO,John McCarthy,2,3,welterweight,f1,6 of 8,11 of 11,3:56,17 of 51,"Jul 08, 1990",14 of 20,30 of 68,190.5,1,6 of 6,198.12,Record: 18-5-0,0,3.33,42 of 82,51%,4.37,Orthodox,46%,54%,0.5,0,1 of 1,100%,39%,0.78,74%,50 of 90,77.11,0 of 0,0 of 3,3:56,10 of 31,"Jun 24, 1991",1 of 1,3 of 24,187.96,0,8 of 11,198.12,Record: 7-5-0,0,6.39,11 of 35,31%,3.15,Orthodox,26%,54%,0.7,1,0 of 3,0%,0%,0.0,0%,13 of 37,77.11,M,2016
4:12,Gerald Meerschaert,Joseph Gigliotti,2016-12-09,Submission,Todd Ronald Anderson,1,3,middleweight,f1,1 of 1,3 of 7,1:05,8 of 24,"Dec 18, 1987",3 of 3,13 of 33,185.42,0,0 of 0,195.58,Record: 36-17-0,0,3.37,14 of 34,41%,3.18,Southpaw,45%,53%,1.6,1,0 of 2,0%,38%,2.17,34%,18 of 39,83.91,1 of 1,0 of 0,1:05,5 of 20,"Aug 13, 1993",0 of 0,2 of 16,180.34,0,2 of 3,185.0,Record: 7-2-0,0,2.92,5 of 20,25%,1.04,Orthodox,39%,45%,0.8,0,1 of 1,100%,100%,1.56,50%,6 of 21,83.91,M,2016
5:00,Andrew Sanchez,Trevor Smith,2016-12-09,Decision - Unanimous,Keith Peterson,3,3,middleweight,f1,15 of 20,19 of 24,0:27,55 of 180,"Apr 08, 1988",0 of 0,54 of 178,185.42,0,5 of 6,187.96,Record: 13-7-0,0,5.1,74 of 204,36%,4.3,Orthodox,43%,50%,0.0,0,0 of 0,0,36%,2.55,100%,79 of 209,83.91,22 of 23,22 of 25,0:27,38 of 115,"Jan 05, 1981",1 of 1,20 of 98,190.5,0,19 of 20,190.5,Record: 15-10-0,0,3.31,61 of 141,43%,3.29,Orthodox,55%,51%,0.7,0,0 of 2,0%,32%,1.7,60%,66 of 149,83.91,M,2016
5:00,Shane Burgos,Tiago dos Santos e Silva,2016-12-09,Decision - Unanimous,Dan Miragliotta,3,3,featherweight,f1,9 of 13,10 of 12,1:27,50 of 158,"Mar 19, 1991",13 of 19,62 of 174,180.34,1,2 of 2,190.5,Record: 15-3-0,0,6.78,73 of 189,38%,7.4,Orthodox,52%,56%,0.4,0,1 of 1,100%,44%,0.43,91%,87 of 216,65.77,15 of 27,7 of 19,1:27,49 of 181,"Apr 12, 1987",0 of 0,33 of 160,175.26,0,8 of 13,177.8,Record: 20-7-2 (1 NC),0,4.23,56 of 200,28%,3.69,Orthodox,35%,59%,0.3,0,1 of 12,8%,11%,0.63,33%,57 of 201,65.77,M,2016
5:00,Marc Diakiese,Frankie Perez,2016-12-09,Decision - Unanimous,John McCarthy,3,3,lightweight,f1,3 of 6,1 of 1,7:09,4 of 27,"Mar 16, 1993",4 of 6,5 of 25,177.8,0,1 of 3,185.42,Record: 17-7-0,0,2.64,9 of 34,26%,2.54,Orthodox,40%,52%,0.0,0,6 of 13,46%,43%,3.29,66%,38 of 66,70.31,4 of 5,1 of 3,7:09,12 of 37,"May 11, 1989",7 of 11,7 of 34,180.34,0,9 of 12,185.42,Record: 10-4-0,0,2.17,20 of 51,39%,1.64,Orthodox,41%,54%,0.3,0,1 of 3,33%,41%,1.75,50%,27 of 59,70.31,M,2016
5:00,Ryan Janes,Keith Berish,2016-12-09,Decision - Unanimous,Todd Ronald Anderson,3,3,middleweight,f1,15 of 21,5 of 8,2:58,75 of 202,"Aug 22, 1981",2 of 4,55 of 180,190.5,0,12 of 13,193.04,Record: 10-3-0,1,5.53,82 of 214,38%,7.69,Orthodox,48%,59%,0.0,0,0 of 0,0,100%,0.35,58%,99 of 237,83.91,6 of 13,3 of 5,2:58,57 of 160,"Nov 14, 1985",1 of 3,39 of 136,182.88,0,16 of 19,187.69,Record: 5-1-0 (1 NC),0,4.81,61 of 168,36%,3.58,Orthodox,36%,62%,0.0,0,2 of 5,40%,40%,1.76,0%,68 of 175,92.99,M,2016
