event_name,date,location,url
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",http://www.ufcstats.com/event-details/0577808d22dfe79c
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/f9c7fe2682af3802
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/43563a32c3f10e95
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",http://www.ufcstats.com/event-details/706404da0775dcbc
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/f9aa6376ae16bfb4
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a72d260b436924c4
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/4e5bbc4566049cbf
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/d4a12dfa4067742f
The Ultimate Fighter: A Champion Will Be Crowned Finale,"December 12, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/222d6b547de2e035
UFC 181: Hendricks vs Lawler II,"December 06, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23
UFC Fight Night: Edgar vs Swanson,"November 22, 2014","Austin, Texas, USA",http://www.ufcstats.com/event-details/155a02a8b4311057
UFC 180: Werdum vs Hunt,"November 15, 2014","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/59851163aaf1aed8
UFC Fight Night 56: Shogun vs Saint Preux,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",http://www.ufcstats.com/event-details/6ca68b636fbc1f18
UFC Fight Night: Rockhold vs Bisping,"November 07, 2014","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/371a1c91b24dec2b
UFC 179: Aldo vs Mendes 2,"October 25, 2014","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/53f02bbc41d99432
UFC Fight Night: MacDonald vs Saffiedine,"October 04, 2014","Halifax, Nova Scotia, Canada",http://www.ufcstats.com/event-details/0313bf497de9c470
UFC Fight Night: Nelson vs Story,"October 04, 2014","Stockholm, Sweden",http://www.ufcstats.com/event-details/8dc4f34c1f50d00d
UFC 178: Johnson vs Cariaso,"September 27, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3bb030257966b022
UFC Fight Night: Hunt vs Nelson,"September 20, 2014","Saitama, Japan",http://www.ufcstats.com/event-details/2dea80c069847321
UFC Fight Night: Bigfoot vs Arlovski,"September 13, 2014","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/a71feb7ea7592a71
UFC Fight Night: Jacare vs Mousasi,"September 05, 2014","Ledyard, Connecticut, USA",http://www.ufcstats.com/event-details/9bcfb40dbcd50568
UFC 177: Dillashaw vs Soto,"August 30, 2014","Sacramento, California, USA",http://www.ufcstats.com/event-details/269d103c96a4c3a5
UFC Fight Night: Henderson vs Dos Anjos,"August 23, 2014","Tulsa, Oklahoma, USA",http://www.ufcstats.com/event-details/063649e21bc9d6d5
UFC Fight Night: Bisping vs Le,"August 23, 2014","Macau, China",http://www.ufcstats.com/event-details/770b9d4813c25902
UFC Fight Night: Bader vs Saint Preux,"August 16, 2014","Bangor, Maine, USA",http://www.ufcstats.com/event-details/fd7acf42bd6e7e95
UFC on FOX: Lawler vs Brown,"July 26, 2014","San Jose, California, USA",http://www.ufcstats.com/event-details/05fbfe628658c538
UFC Fight Night: McGregor vs Brandao,"July 19, 2014","Dublin, Leinster, Ireland",http://www.ufcstats.com/event-details/073eee4e62f0d988
UFC Fight Night: Cowboy vs Miller,"July 16, 2014","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/79ded75550efc139
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July 06, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1c5879330d42255f
UFC 175: Weidman vs Machida,"July 05, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/53adf5b845d91e4a
UFC Fight Night: Swanson vs Stephens,"June 28, 2014","San Antonio, Texas, USA",http://www.ufcstats.com/event-details/c0ed7b208197e8de
UFC Fight Night: Te Huna vs Marquardt,"June 28, 2014","Auckland, New Zealand",http://www.ufcstats.com/event-details/ac9521250dc1a14c
UFC 174: Johnson vs Bagautinov,"June 14, 2014","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/5b5307450405abf0
UFC Fight Night: Henderson vs Khabilov,"June 07, 2014","Albuquerque, New Mexico, USA",http://www.ufcstats.com/event-details/1fcfc3709fe58151
UFC Fight Night: Miocic vs Maldonado,"May 31, 2014","Sao Paulo, Brazil",http://www.ufcstats.com/event-details/59aaf2730b84698a
UFC Fight Night: Munoz vs Mousasi,"May 31, 2014","Berlin, Germany",http://www.ufcstats.com/event-details/b757c73f443d4fca
UFC 173: Barao vs Dillashaw,"May 24, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9ca265dfe8323db3
UFC Fight Night: Brown vs Silva,"May 10, 2014","Cincinnati, Ohio, USA",http://www.ufcstats.com/event-details/579fcdfcabd23a7b
UFC 172: Jones vs Teixeira,"April 26, 2014","Baltimore, Maryland, USA",http://www.ufcstats.com/event-details/4f2fcbefb668689d
UFC on FOX: Werdum vs Browne,"April 19, 2014","Orlando, Florida, USA",http://www.ufcstats.com/event-details/a421465acbe59c77
UFC Fight Night: Bisping vs Kennedy,"April 16, 2014","Quebec City, Quebec, Canada",http://www.ufcstats.com/event-details/f9f07bb5a43535ed
UFC Fight Night: Minotauro vs Nelson,"April 11, 2014","Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/d632d156c0549e07
UFC Fight Night: Shogun vs Henderson 2,"March 23, 2014","Natal, Rio Grande do Norte, Brazil",http://www.ufcstats.com/event-details/d5f820c11a121050
UFC 171: Hendricks vs Lawler,"March 15, 2014","Dallas, Texas, USA",http://www.ufcstats.com/event-details/179f1948dc234f1f
UFC Fight Night: Gustafsson vs Manuwa,"March 08, 2014","London, England, United Kingdom",http://www.ufcstats.com/event-details/ebc1f40e00e0c481
UFC Fight Night: Kim vs Hathaway,"March 01, 2014","Macau, China",http://www.ufcstats.com/event-details/a26198ba5093147e
UFC 170: Rousey vs McMann,"February 22, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3138fab619faf4d1
UFC Fight Night: Machida vs Mousasi,"February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil",http://www.ufcstats.com/event-details/51b0bb73a1da34bc
UFC 169: Barao vs Faber 2,"February 01, 2014","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/fc31f896cde2bc2e
UFC on FOX: Henderson vs Thomson,"January 25, 2014","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/a8d521d913df4e31
UFC Fight Night: Rockhold vs Philippou,"January 15, 2014","Duluth, Georgia, USA",http://www.ufcstats.com/event-details/30a09e43f15f1d75
UFC Fight Night: Saffiedine vs Lim,"January 04, 2014","Singapore, Singapore",http://www.ufcstats.com/event-details/e5c9de15bb58b1c6
UFC 168: Weidman vs Silva 2,"December 28, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/83d0de122f2f9664
UFC on FOX: Johnson vs. Benavidez 2,"December 14, 2013","Sacramento, California, USA",http://www.ufcstats.com/event-details/480b702debcb5433
UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/event-details/ee457ef1e1c326c1
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9a967e8e43dcef63
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/28f3c2258a1d8874
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/60884f31ead1609c
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/event-details/eae4aec1a5a8ff01
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/43612456979e5d5e
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/df5a77121ba84a5d
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/event-details/b23fca14c7b79935
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/event-details/980b4e712489098e
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/cf1a88371c8cb690
UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/ebc5af72ad5a28cb
UFC on FOX: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA",http://www.ufcstats.com/event-details/5330fe7e4c3af81c
UFC 162: Silva vs Weidman,"July 06, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e0b74df14f52cd15
UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada",http://www.ufcstats.com/event-details/8fd1f27e86661ede
UFC on FUEL TV: Nogueira vs. Werdum,"June 08, 2013","Fortaleza, Ceara, Brazil",http://www.ufcstats.com/event-details/7865707fd684d77b
UFC 160: Velasquez vs Silva 2,"May 25, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3c241737a6069b9f
UFC on FX: Belfort vs. Rockhold,"May 18, 2013","Jaragua do Sul, Santa Catarina, Brazil",http://www.ufcstats.com/event-details/030f08370fd1c2bb
UFC 159: Jones vs Sonnen,"April 27, 2013","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/ea0ad155451ed1f5
UFC on FOX: Henderson vs Melendez,"April 20, 2013","San Jose, California, USA",http://www.ufcstats.com/event-details/aa79d5399571068e
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 13, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/ce47f49e5c386a9c
UFC on FUEL TV: Mousasi vs Latifi,"April 06, 2013","Stockholm, Sweden",http://www.ufcstats.com/event-details/6291ac0a3726732f
UFC 158: St-Pierre vs Diaz,"March 16, 2013","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/f1b2a4365799c48b
UFC on FUEL TV: Silva vs. Stann,"March 02, 2013","Saitama, Japan",http://www.ufcstats.com/event-details/83c6c3e0f8bde8ee
UFC 157: Rousey vs Carmouche,"February 23, 2013","Anaheim, California, USA",http://www.ufcstats.com/event-details/09c44b317c98bf96
UFC on FUEL TV: Barao vs McDonald,"February 16, 2013","London, England, United Kingdom",http://www.ufcstats.com/event-details/4679a38cced7c64a
UFC 156: Aldo vs Edgar,"February 02, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/601cf40c09090853
UFC on FOX: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/738acab0c6934dd8
UFC on FX: Belfort vs Bisping,"January 19, 2013","Sao Paulo, Brazil",http://www.ufcstats.com/event-details/56f4b81ec4db61af
UFC 155: Dos Santos vs Velasquez II,"December 29, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c6e6926a81adcd00
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,"December 15, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c6da1c24fe473418
UFC on FX: Sotiropoulos vs Pearson,"December 14, 2012","Gold Coast, Queensland, Australia",http://www.ufcstats.com/event-details/e8c170a64dc920ac
UFC on FOX: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA",http://www.ufcstats.com/event-details/d1e6a6536ee62517
UFC 154: St-Pierre vs Condit,"November 17, 2012","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/d41937647eae9a34
UFC Macao: Franklin vs Le,"November 10, 2012","Macau, China",http://www.ufcstats.com/event-details/319fa1bd3176bded
UFC 153: Silva vs Bonnar,"October 13, 2012","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/96d173b7f92aa520
UFC on FX: Browne vs Bigfoot,"October 05, 2012","Minneapolis, Minnesota, USA",http://www.ufcstats.com/event-details/6a0b80a24f22e152
UFC on FUEL TV: Struve vs Miocic,"September 29, 2012","Nottingham, England, United Kingdom",http://www.ufcstats.com/event-details/6cbb7661c3258617
UFC 152: Jones vs Belfort,"September 22, 2012","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/53e533db1b8e9712
UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",http://www.ufcstats.com/event-details/3c48019bc387b80c
UFC on FOX: Shogun vs Vera,"August 04, 2012","Los Angeles, California, USA",http://www.ufcstats.com/event-details/f62850b3c7480db9
UFC 149: Faber vs Barao,"July 21, 2012","Calgary, Alberta, Canada",http://www.ufcstats.com/event-details/abbc4fc02e0d84b3
UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",http://www.ufcstats.com/event-details/d3b5ad3b15a64a18
UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e8efeb9cf33b1941
UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/event-details/3da19339ee7051d5
UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/505934897b8b4824
UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",http://www.ufcstats.com/event-details/49590e0508b2c19f
The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/96087e90d900f0ef
UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4985113c0928aa62
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",http://www.ufcstats.com/event-details/8caca5857ce0e30b
UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",http://www.ufcstats.com/event-details/5898357a45a73674
UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/155bfc7ed36622df
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",http://www.ufcstats.com/event-details/21f2974fd08085e3
UFC on FX: Alves vs Kampmann,"March 02, 2012","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/b5ea750025697880
UFC 144: Edgar vs Henderson,"February 25, 2012","Saitama, Japan",http://www.ufcstats.com/event-details/8377c5572cb356f3
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012","Omaha, Nebraska, USA",http://www.ufcstats.com/event-details/0a97691039c4bbfb
UFC 143: Diaz vs Condit,"February 04, 2012","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/df2cf66d8c0123db
UFC on FOX: Evans vs Davis,"January 28, 2012","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/c3c23c99477c041b
UFC on FX: Guillard vs Miller,"January 20, 2012","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/4d74641fac830182
UFC 142: Aldo vs Mendes,"January 14, 2012","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/18524b46c570730b
UFC 141: Lesnar vs Overeem,"December 30, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/91720876db0ee468
UFC 140: Jones vs Machida,"December 10, 2011","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/6d7886b094b471ac
The Ultimate Fighter: Team Bisping vs Team Miller Finale,"December 03, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1f5f75658551f2d3
UFC 139: Shogun vs Henderson,"November 19, 2011","San Jose, California, USA",http://www.ufcstats.com/event-details/0ec821423baa26bd
UFC on FOX: Velasquez vs Dos Santos,"November 12, 2011","Anaheim, California, USA",http://www.ufcstats.com/event-details/1c061eb6e29eaa0a
UFC 138: Leben vs Munoz,"November 05, 2011","Birmingham, England, United Kingdom",http://www.ufcstats.com/event-details/e780ccc79a209985
UFC 137: Penn vs Diaz,"October 29, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/8788beb528894f33
UFC 136: Edgar vs Maynard 3,"October 08, 2011","Houston, Texas, USA",http://www.ufcstats.com/event-details/7d5b12de1625984e
UFC Live: Cruz vs Johnson,"October 01, 2011","Washington, DC, USA",http://www.ufcstats.com/event-details/44f9c777fed7ca03
UFC 135: Jones vs Rampage,"September 24, 2011","Denver, Colorado, USA",http://www.ufcstats.com/event-details/73ef22f25d0f70e2
UFC Fight Night: Shields vs Ellenberger,"September 17, 2011","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/1ffc38f67785797b
UFC 134: Silva vs Okami,"August 27, 2011","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/18968f97ad34f15c
UFC Live: Hardy vs Lytle,"August 14, 2011","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/event-details/4c8d6fde2dde07c4
UFC 133: Evans vs Ortiz 2,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/f1f9e48a0d150757
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/83fd97284f4bb4a4
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://www.ufcstats.com/event-details/d023ae89a2a4a41e
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/aac5ac38148f0528
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3ba3b5cc94498437
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b732b326c362fb62
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/2db7fa8db6bc9632
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",http://www.ufcstats.com/event-details/8a59d346dc976a10
UFC 128: Shogun vs Jones,"March 19, 2011","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/1411c630ba711b64
UFC Live: Sanchez vs Kampmann,"March 03, 2011","Louisville, Kentucky, USA",http://www.ufcstats.com/event-details/a54fc2d6fc224dc3
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/88a9bc81271ccd89
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/65ddc8a9ac4e8531
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",http://www.ufcstats.com/event-details/282fa667ff9c51ed
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/d1152823307d7e7c
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/132f860d02953f4c
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/5d7bdab5e03e3216
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",http://www.ufcstats.com/event-details/dd992d569aaebee6
UFC 122: Marquardt vs Okami,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",http://www.ufcstats.com/event-details/0ff11cc094e887bc
UFC 121: Lesnar vs Velasquez,"October 23, 2010","Anaheim, California, USA",http://www.ufcstats.com/event-details/afdb76fbd86f6d11
UFC 120: Bisping vs Akiyama,"October 16, 2010","London, England, United Kingdom",http://www.ufcstats.com/event-details/d512d9f204059f57
UFC 119: Mir vs Cro Cop,"September 25, 2010","Indianapolis, Indiana, USA",http://www.ufcstats.com/event-details/ad32471f01e7b1a5
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010","Austin, Texas, USA",http://www.ufcstats.com/event-details/acff437707625fc7
UFC 118: Edgar vs Penn 2,"August 28, 2010","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/054defd5420a551f
UFC 117: Silva vs Sonnen,"August 07, 2010","Oakland, California, USA",http://www.ufcstats.com/event-details/2f3f12002564bb55
UFC Live: Jones vs Matyushenko,"August 01, 2010","San Diego, California, USA",http://www.ufcstats.com/event-details/f12f979b657ab876
UFC 116: Lesnar vs Carwin,"July 03, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/140745cbbcb023ac
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9bcf8603ceb25680
UFC 115: Liddell vs Franklin,"June 12, 2010","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/cfb65863d5099327
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bfc2fc38a0e20211
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/d0c29452d3272603
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/24b033b3daf1c9df
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/3ed134d85dfbd7b4
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/c80095f6092271a7
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/3795fca327cbcf23
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/49efbdc6c9f650c4
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/15edcf67ccf5be84
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",http://www.ufcstats.com/event-details/58bc81376286b3d3
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a6d8bfe9e0c8153b
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",http://www.ufcstats.com/event-details/821cd80aab70d5f9
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/91d73ee59347ac16
UFC 106: Ortiz vs Griffin 2,"November 21, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/84a067c46306a737
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",http://www.ufcstats.com/event-details/7c0847d3854a95f2
UFC 103: Franklin vs Belfort,"September 19, 2009","Dallas, Texas, USA",http://www.ufcstats.com/event-details/896c322f56b8be5a
UFC Fight Night: Diaz vs Guillard,"September 16, 2009","Oklahoma City, Oklahoma, USA",http://www.ufcstats.com/event-details/a8ea84cbe1655f0a
UFC 102: Couture vs Nogueira,"August 29, 2009","Portland, Oregon, USA",http://www.ufcstats.com/event-details/c6a33ff198aaaeeb
UFC 101: Declaration,"August 08, 2009","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/48d1f690b763934c
UFC 100,"July 11, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0ee783aa00e468f0
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4908c5ee68a50ee5
UFC 99: The Comeback,"June 13, 2009","Cologne, North Rhine-Westphalia, Germany",http://www.ufcstats.com/event-details/cb6783c39c01d896
UFC 98: Evans vs Machida,"May 23, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c4b6099f0d25f75e
UFC 97: Redemption,"April 18, 2009","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/1652f3213655b935
UFC Fight Night: Condit vs Kampmann,"April 01, 2009","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/04d5718ed2661e8c
UFC 96: Jackson vs Jardine,"March 07, 2009","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/29b5791e51e7e832
UFC 95: Sanchez vs Stevenson,"February 21, 2009","London, England, United Kingdom",http://www.ufcstats.com/event-details/7d21de9c6d7c98b2
UFC Fight Night: Lauzon vs Stephens,"February 07, 2009","Tampa, Florida, USA",http://www.ufcstats.com/event-details/d1759b2b7be9be56
UFC 94: St-Pierre vs Penn 2,"January 31, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2a542ee8a8b83559
UFC 93: Franklin vs Henderson,"January 17, 2009","Dublin, Leinster, Ireland",http://www.ufcstats.com/event-details/68c6cd5287b473a7
UFC 92: The Ultimate 2008,"December 27, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/23ab42947c1990e3
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/ea398c802d9998ee
UFC Fight Night - Fight for the Troops,"December 10, 2008","Fayetteville, North Carolina, USA",http://www.ufcstats.com/event-details/30cd319d39ee689b
UFC 91: Couture vs Lesnar,"November 15, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a2b06ca02bca14c0
UFC 90: Silva vs Cote,"October 25, 2008","Rosemont, Illinois, USA",http://www.ufcstats.com/event-details/c670aa48827d6be6
UFC 89: Bisping vs Leben,"October 18, 2008","Birmingham, England, United Kingdom",http://www.ufcstats.com/event-details/312f47c3d2f83ffa
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",http://www.ufcstats.com/event-details/279093302a6f44b3
UFC 88: Breakthrough,"September 06, 2008","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/0db70ca89e1c7374
UFC 87: Seek And Destroy,"August 09, 2008","Minneapolis, Minnesota, USA",http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
UFC: Silva vs Irvin,"July 19, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/46f11d15c0134fe3
UFC 86: Jackson vs Griffin,"July 05, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bf12aca029bfcc47
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2299605af59fd309
UFC 85: Bedlam,"June 07, 2008","London, England, United Kingdom",http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
